종목코드,구성종목명,주식수(계약수),평가금액,시가총액,시가총액 구성비중,ETF명,ETF_ID,시가총액 구성비중_정규화,기업코드,기업명,평가년도,ESG등급,환경,사회,지배구조,ESG점수,E점수,S점수,G점수,조인성공,ESG_데이터존재,ESG_가중점수,E_가중점수,S_가중점수,G_가중점수
377300,카카오페이,78.00,4173000,3931200,0.0042,KODEX_200ESG,KODEX_200ESG,0.004203362690152122,377300,카카오페이,2025,A,A,A+,A,8,8,9,8,1,True,0.03362690152121697,0.03362690152121697,0.03783026421136909,0.03362690152121697
161890,한국콜마,51.00,4090200,3911700,0.0042,KODEX_200ESG,KODEX_200ESG,0.004203362690152122,161890,한국콜마,2025,A,A,A+,B+,8,8,9,7,1,True,0.03362690152121697,0.03362690152121697,0.03783026421136909,0.02942353883106485
022100,포스코DX,120.00,3666000,3564000,0.0038,KODEX_200ESG,KODEX_200ESG,0.0038030424339471577,022100,포스코DX,2025,A,A+,A+,B+,8,9,9,7,1,True,0.03042433947157726,0.03422738190552442,0.03422738190552442,0.026621297037630103
011170,롯데케미칼,43.00,3556100,3517400,0.0038,KODEX_200ESG,KODEX_200ESG,0.0038030424339471577,011170,롯데케미칼,2025,B+,A,A+,B,7,8,9,6,1,True,0.026621297037630103,0.03042433947157726,0.03422738190552442,0.022818254603682947
004170,신세계,11.00,3707000,3360500,0.0036,KODEX_200ESG,KODEX_200ESG,0.003602882305844676,004170,신세계,2025,A+,A+,A+,A,9,9,9,8,1,True,0.032425940752602085,0.032425940752602085,0.032425940752602085,0.028823058446757407
097230,HJ중공업,148.00,3633400,3352200,0.0036,KODEX_200ESG,KODEX_200ESG,0.003602882305844676,097230,HJ중공업,2025,B+,A,B+,B+,7,8,7,7,1,True,0.02522017614091273,0.028823058446757407,0.02522017614091273,0.02522017614091273
088350,한화생명,737.00,3478640,3342295,0.0036,KODEX_200ESG,KODEX_200ESG,0.003602882305844676,088350,한화생명,2025,A,A+,A,B+,8,9,8,7,1,True,0.028823058446757407,0.032425940752602085,0.028823058446757407,0.02522017614091273
036460,한국가스공사,92.00,3256800,3201600,0.0034000000000000002,KODEX_200ESG,KODEX_200ESG,0.003402722177742194,036460,한국가스공사,2025,A,A,A+,B+,8,8,9,7,1,True,0.027221777421937553,0.027221777421937553,0.030624499599679746,0.02381905524419536
267270,HD건설기계,24.00,3122400,3016800,0.0032,KODEX_200ESG,KODEX_200ESG,0.003202562049639712,267270,HD현대건설기계,2025,A,A,A+,A,8,8,9,8,1,True,0.025620496397117696,0.025620496397117696,0.028823058446757407,0.025620496397117696
051600,한전KPS,51.00,3009000,2917200,0.0031,KODEX_200ESG,KODEX_200ESG,0.003102481985588471,051600,한전KPS,2025,A,A,A,A,8,8,8,8,1,True,0.024819855884707767,0.024819855884707767,0.024819855884707767,0.024819855884707767
204320,HL만도,59.00,3020800,2905750,0.0031,KODEX_200ESG,KODEX_200ESG,0.003102481985588471,204320,HL만도,2025,A,A,A+,A,8,8,9,8,1,True,0.024819855884707767,0.024819855884707767,0.027922337870296236,0.024819855884707767
011210,현대위아,35.00,2859500,2779000,0.003,KODEX_200ESG,KODEX_200ESG,0.00300240192153723,011210,현대위아,2025,A+,A+,A+,A,9,9,9,8,1,True,0.02702161729383507,0.02702161729383507,0.02702161729383507,0.02401921537229784
302440,SK바이오사이언스,62.00,2678400,2604000,0.0028000000000000004,KODEX_200ESG,KODEX_200ESG,0.0028022417934347485,302440,SK바이오사이언스,2025,A,B+,A+,A,8,7,9,8,1,True,0.022417934347477988,0.01961569255404324,0.025220176140912737,0.022417934347477988
000120,CJ대한통운,24.00,2596800,2505600,0.0027,KODEX_200ESG,KODEX_200ESG,0.002702161729383507,000120,CJ대한통운,2025,B,A,A+,C,6,8,9,4,1,True,0.016212970376301043,0.021617293835068056,0.024319455564451562,0.010808646917534028
030000,제일기획,129.00,2558070,2487120,0.0027,KODEX_200ESG,KODEX_200ESG,0.002702161729383507,030000,제일기획,2025,B+,A,A,B+,7,8,8,7,1,True,0.01891513210568455,0.021617293835068056,0.021617293835068056,0.01891513210568455
023530,롯데쇼핑,23.00,2631200,2442600,0.0026,KODEX_200ESG,KODEX_200ESG,0.002602081665332266,023530,롯데쇼핑,2025,A,A,A+,A,8,8,9,8,1,True,0.020816653322658127,0.020816653322658127,0.023418734987990394,0.020816653322658127
214150,클래시스,44.00,2376000,2318800,0.0025,KODEX_200ESG,KODEX_200ESG,0.0025020016012810248,214150,클래시스,2025,A,A,A+,A,8,8,9,8,1,True,0.020016012810248198,0.020016012810248198,0.022518014411529223,0.020016012810248198
004800,효성,16.00,2233600,2136000,0.0023,KODEX_200ESG,KODEX_200ESG,0.002301841473178543,004800,효성,2025,A,A,A+,B+,8,8,9,7,1,True,0.018414731785428344,0.018414731785428344,0.020716573258606888,0.0161128903122498
003530,한화투자증권,307.00,2207330,2115230,0.0023,KODEX_200ESG,KODEX_200ESG,0.002301841473178543,003530,한화투자증권,2025,A,A,A+,B+,8,8,9,7,1,True,0.018414731785428344,0.018414731785428344,0.020716573258606888,0.0161128903122498
069960,현대백화점,26.00,2197000,2059200,0.0022,KODEX_200ESG,KODEX_200ESG,0.002201761409127302,069960,현대백화점,2025,A+,A+,A+,A,9,9,9,8,1,True,0.019815852682145717,0.019815852682145717,0.019815852682145717,0.017614091273018415
