종목코드,구성종목명,주식수(계약수),평가금액,시가총액,시가총액 구성비중,ETF명,ETF_ID,시가총액 구성비중_정규화
071320,지역난방공사,6.00,476400,449400,0.0005,SOL_CLIMATE,SOL_CLIMATE,0.0005005506056662329
006220,제주은행,36.00,461160,443160,0.0005,SOL_CLIMATE,SOL_CLIMATE,0.0005005506056662329
060980,HL홀딩스,9.00,407250,393750,0.0004,SOL_CLIMATE,SOL_CLIMATE,0.0004004404845329863
017810,풀무원,33.00,399630,392370,0.0004,SOL_CLIMATE,SOL_CLIMATE,0.0004004404845329863
013890,지누스,36.00,389520,371520,0.0004,SOL_CLIMATE,SOL_CLIMATE,0.0004004404845329863
018250,애경산업,22.00,336600,362560,0.0004,SOL_CLIMATE,SOL_CLIMATE,0.0004004404845329863
108670,LX하우시스,12.00,342600,340200,0.0004,SOL_CLIMATE,SOL_CLIMATE,0.0004004404845329863
014820,동원시스템즈,13.00,341250,330200,0.0004,SOL_CLIMATE,SOL_CLIMATE,0.0004004404845329863
136480,하림,102.00,328440,329460,0.0004,SOL_CLIMATE,SOL_CLIMATE,0.0004004404845329863
145990,삼양사,7.00,319900,316400,0.0003,SOL_CLIMATE,SOL_CLIMATE,0.0003003303633997397
105630,한세실업,27.00,329400,305910,0.0003,SOL_CLIMATE,SOL_CLIMATE,0.0003003303633997397
010001,원화현금,,,14316378,0.0154,SOL_CLIMATE,SOL_CLIMATE,0.015416958654519973
010120,LS ELECTRIC,446.00,357246000,345650000,0.2061,SOLAR_THEME,SOLAR_THEME,0.20612061206120613
010060,OCI홀딩스,1665.00,297702000,316849500,0.1889,SOLAR_THEME,SOLAR_THEME,0.18891889188918892
009830,한화솔루션,8049.00,286946850,294593400,0.1757,SOLAR_THEME,SOLAR_THEME,0.1757175717571757
475150,SK이터닉스,2691.00,141008400,155808900,0.0929,SOLAR_THEME,SOLAR_THEME,0.0929092909290929
006400,삼성SDI,360.00,145980000,148500000,0.0886,SOLAR_THEME,SOLAR_THEME,0.0886088608860886
322000,HD현대에너지솔루션,1023.00,126033600,138207300,0.0824,SOLAR_THEME,SOLAR_THEME,0.08240824082408241
267260,HD현대일렉트릭,131.00,119865000,114232000,0.0681,SOLAR_THEME,SOLAR_THEME,0.0681068106810681
373220,LG에너지솔루션,218.00,86001000,89380000,0.0533,SOLAR_THEME,SOLAR_THEME,0.05330533053305331
003670,포스코퓨처엠,208.00,43472000,44616000,0.026600000000000002,SOLAR_THEME,SOLAR_THEME,0.026602660266026604
066970,엘앤에프,180.00,27954000,28062000,0.0167,SOLAR_THEME,SOLAR_THEME,0.0167016701670167
010001,원화현금,,,1082573,0.0006,SOLAR_THEME,SOLAR_THEME,0.0006000600060006
000660,SK하이닉스,1371.00,1264062000,1196883000,0.2619,kodex_semiconductor,kodex_semiconductor,0.26187381261873816
005930,삼성전자,5687.00,1021953900,1002618100,0.2194,kodex_semiconductor,kodex_semiconductor,0.21937806219378064
042700,한미반도체,1753.00,482951500,456656500,0.0999,kodex_semiconductor,kodex_semiconductor,0.09989001099890012
058470,리노공업,2070.00,217143000,203688000,0.0446,kodex_semiconductor,kodex_semiconductor,0.04459554044595541
240810,원익IPS,1374.00,166254000,155536800,0.034,kodex_semiconductor,kodex_semiconductor,0.03399660033996601
039030,이오테크닉스,350.00,145950000,135100000,0.0296,kodex_semiconductor,kodex_semiconductor,0.029597040295970406
095340,ISC,425.00,106250000,105187500,0.023,kodex_semiconductor,kodex_semiconductor,0.022997700229977002
000990,DB하이텍,1273.00,106677400,102858400,0.0225,kodex_semiconductor,kodex_semiconductor,0.022497750224977502
036930,주성엔지니어링,1324.00,92680000,85000800,0.018600000000000002,kodex_semiconductor,kodex_semiconductor,0.018598140185981403
403870,HPSP,1966.00,88764900,84341400,0.018500000000000003,kodex_semiconductor,kodex_semiconductor,0.018498150184981504
440110,파두,1505.00,78862000,75099500,0.016399999999999998,kodex_semiconductor,kodex_semiconductor,0.016398360163983598
319660,피에스케이,823.00,67568300,65840000,0.0144,kodex_semiconductor,kodex_semiconductor,0.0143985601439856
084370,유진테크,575.00,67160000,63997500,0.013999999999999999,kodex_semiconductor,kodex_semiconductor,0.013998600139986
067310,하나마이크론,1998.00,62137800,58541400,0.0128,kodex_semiconductor,kodex_semiconductor,0.012798720127987202
098460,고영,2152.00,58749600,56059600,0.0123,kodex_semiconductor,kodex_semiconductor,0.012298770122987702
089030,테크윙,1115.00,57980000,54523500,0.011899999999999999,kodex_semiconductor,kodex_semiconductor,0.0118988101189881
218410,RFHIC,687.00,56608800,54066900,0.0118,kodex_semiconductor,kodex_semiconductor,0.0117988201179882
064760,티씨케이,234.00,55926000,54054000,0.0118,kodex_semiconductor,kodex_semiconductor,0.0117988201179882
101490,에스앤에스텍,678.00,56613000,53968800,0.0118,kodex_semiconductor,kodex_semiconductor,0.0117988201179882
222800,심텍,1030.00,57886000,53045000,0.0116,kodex_semiconductor,kodex_semiconductor,0.0115988401159884
131970,두산테스나,493.00,53391900,49940900,0.0109,kodex_semiconductor,kodex_semiconductor,0.010898910108989102
323280,태성,893.00,51794000,49472200,0.0108,kodex_semiconductor,kodex_semiconductor,0.010798920107989201
080220,제주반도체,1267.00,50870050,46942350,0.0103,kodex_semiconductor,kodex_semiconductor,0.010298970102989701
232140,와이씨,1646.00,30846040,29381100,0.0064,kodex_semiconductor,kodex_semiconductor,0.006399360063993601
031980,피에스케이홀딩스,297.00,29610900,29046600,0.0064,kodex_semiconductor,kodex_semiconductor,0.006399360063993601
322000,HD현대에너지솔루션,215.00,26488000,29046500,0.0064,kodex_semiconductor,kodex_semiconductor,0.006399360063993601
213420,덕산네오룩스,540.00,28620000,27216000,0.006,kodex_semiconductor,kodex_semiconductor,0.0059994000599940004
161580,필옵틱스,704.00,27808000,26681600,0.0058,kodex_semiconductor,kodex_semiconductor,0.0057994200579942
166090,하나머티리얼즈,438.00,27769200,26280000,0.005699999999999999,kodex_semiconductor,kodex_semiconductor,0.0056994300569943
183300,코미코,249.00,26767500,25547400,0.005600000000000001,kodex_semiconductor,kodex_semiconductor,0.005599440055994402
108320,LX세미콘,455.00,23478000,22886500,0.005,kodex_semiconductor,kodex_semiconductor,0.004999500049995001
348210,넥스틴,315.00,22995000,21546000,0.004699999999999999,kodex_semiconductor,kodex_semiconductor,0.0046995300469952995
036540,SFA반도체,3093.00,20290080,19516830,0.0043,kodex_semiconductor,kodex_semiconductor,0.004299570042995701
281820,케이씨텍,355.00,17324000,17057750,0.0037,kodex_semiconductor,kodex_semiconductor,0.0036996300369963007
399720,가온칩스,252.00,16128000,15498000,0.0034000000000000002,kodex_semiconductor,kodex_semiconductor,0.0033996600339966008
010001,원화현금,,,17724131,0.0039000000000000003,kodex_semiconductor,kodex_semiconductor,0.0038996100389961006
